CustomerTransactionId,CustomerId,ProductId,Quantity,UnitPrice,Discount,TotalPrice,PaymentMethod,Location,Status,CustomerTransactionTimestamp,CustomerName,CustomerEmail,ProductName,ProductDescription
"7536729c-b01d-4b48-b39c-3285f9fbcf7b","b1e5816e-d0bb-4137-9b72-a35113a9c1c9","c601de91-5e0e-4b57-b1d8-8b49e9576f32",2,60.09,13.8,106.38,"Voucher","Store 68","Completed",11/5/2024 6:15:38 PM,"Lucas Davis","lucas.davis@example.com","Sample Product D","Description for product D."
"825a1448-df32-4319-afa4-6139b34ed6f8","7680c059-120d-48bc-835c-68ff50dc7d61","f9c61d9c-8193-4cc8-b9f0-9287583f156f",3,71.65,9.87,205.08,"Cash","Store 68","Completed",11/8/2024 6:15:38 PM,"Sophia Smith","sophia.smith@example.com","Sample Product E","Description for product E."
"b0f1300a-c8f3-49d7-8b93-d8a0fa3a7000","259cb701-dbe9-4ca7-be3d-eef9a9ef929d","456fdf96-1d9d-4bb4-b0e9-56807f7cd9f0",4,92.55,5.17,365.03,"CreditCard","Store 65","Completed",11/6/2024 6:15:38 PM,"Lucas Miller","lucas.miller@example.com","Sample Product F","Description for product F."
"92fede4d-3048-4a5d-8bf7-0298f7520638","d27b3f4a-5bde-4874-9742-d2d3b734eafc","fe8587fd-a796-4c98-a174-dc0fe4604eca",4,20.45,17.73,64.07,"Cash","Store 67","Cancelled",10/22/2024 6:15:38 PM,"Lucas Martinez","lucas.martinez@example.com","Sample Product G","Description for product G."
"92fede4d-3048-4a5d-8bf7-0298f7520638","d27b3f4a-5bde-4874-9742-d2d3b734eafc","57d42be8-e425-4b6c-abf4-f2b92e1c4f54",4,14.83,18.75,40.57,"DigitalWallet","Store 66","Completed",10/30/2024 6:15:38 PM,"Mason Robinson","mason.robinson@example.com","Sample Product H","Description for product H."
"825a1448-df32-4319-afa4-6139b34ed6f8","7680c059-120d-48bc-835c-68ff50dc7d61","1a697c68-ef6e-43ee-a8c9-83c4d9f190a9",4,31.07,2.1,122.18,"DigitalWallet","Store 66","Cancelled",10/24/2024 6:15:38 PM,"Jane Thomas","jane.thomas@example.com","Sample Product I","Description for product I."
"835fdc07-d912-4432-9055-3728099405a1","3068d523-6a75-4880-8a2e-7768da8dfa57","202ca640-6de6-4109-a894-2535b0f29d25",4,71.73,18.94,267.98,"CreditCard","Store 68","Completed",10/30/2024 6:15:38 PM,"Bob Jackson","bob.jackson@example.com","Sample Product J","Description for product J."
"82f81df0-2dda-45b0-b6e8-55e9dc68c643","e14f79cb-6217-420d-b7d9-88e7ce046f4e","b20d168c-0990-4ea1-aa40-d35bac37ecc0",4,41.47,10.02,155.86,"DebitCard","Store 65","Pending",10/21/2024 6:15:38 PM,"Chloe Wilson","chloe.wilson@example.com","Sample Product K","Description for product K."
"49f24d4d-6779-4668-983e-b5a74f2abf59","39d5c7f8-578e-450a-bdeb-5f6141a0624a","478ec5c7-0d95-4e19-9d66-1d9c9e9d4484",1,73.71,17.41,56.3,"CreditCard","Store 68","Pending",10/30/2024 6:15:38 PM,"Lily Lewis","lily.lewis@example.com","Sample Product L","Description for product L."
"948af926-b578-4f6b-9b8f-20e734e05606","b55a092e-7614-463f-8317-da9eea2372b0","80113f71-3a87-4a49-956a-de9718343b1c",1,33.06,0.79,32.27,"Voucher","Store 68","Completed",11/1/2024 6:15:38 PM,"Jackson Allen","jackson.allen@example.com","Sample Product M","Description for product M."
"d909d638-d5c0-4535-b2e7-b1ddc74e966d","10dce3ae-e69d-4ed8-8c12-d4a6e0c80012","c32d63d3-965e-45f3-855b-50643d70e115",4,10.71,2.91,39.93,"Voucher","Store 67","Completed",11/8/2024 6:15:38 PM,"Bob Garcia","bob.garcia@example.com","Sample Product N","Description for product N."
"235b476d-e503-4864-8bc4-a9a27642a228","c9b05bd1-4d60-49e0-86aa-a63334425581","e21ad4c7-71a2-456c-af10-71692b76f83e",3,84.29,14.88,237.99,"CreditCard","Store 67","Pending",10/31/2024 6:15:38 PM,"Lucas White","lucas.white@example.com","Sample Product O","Description for product O."
"b0f1300a-c8f3-49d7-8b93-d8a0fa3a7000","259cb701-dbe9-4ca7-be3d-eef9a9ef929d","81179a16-4e3c-4879-ae56-0862c4b2932f",4,21.65,1.66,84.94,"CreditCard","Store 68","Cancelled",10/27/2024 6:15:38 PM,"Grace Jones","grace.jones@example.com","Sample Product P","Description for product P."
"141cba79-e1c6-448b-bdb0-b0728375a767","412b9a89-6cfc-403b-adf3-df92e1d01f43","21b9460c-cf20-410f-be48-0038a4640c81",3,39.66,11.65,107.33,"Cash","Store 67","Completed",10/31/2024 6:15:38 PM,"Caleb Allen","caleb.allen@example.com","Sample Product Q","Description for product Q."
"835fdc07-d912-4432-9055-3728099405a1","3068d523-6a75-4880-8a2e-7768da8dfa57","05874abc-1698-4398-9a66-0913897275d1",5,60.95,17.46,287.29,"CreditCard","Store 67","Cancelled",11/3/2024 6:15:38 PM,"Amelia Lee","amelia.lee@example.com","Sample Product R","Description for product R."
"2eb48b1e-f181-41a6-a41f-da6e6e6ba6cd","c465df69-7813-4e49-b7e5-32647aece99a","16bdde86-1320-4916-8ba8-27182ab545d0",3,26.84,7.75,72.77,"Voucher","Store 68","Completed",10/20/2024 6:15:38 PM,"Jane Martinez","jane.martinez@example.com","Sample Product S","Description for product S."
"6050b417-a7c1-40a8-980e-bfd96bb269db","16188d1b-94dc-41bf-93f8-60c123559b12","c0095ac0-462a-42ab-a5b6-a013e056fb8e",4,19.17,10.35,66.33,"Voucher","Store 65","Pending",11/6/2024 6:15:38 PM,"Hannah Allen","hannah.allen@example.com","Sample Product T","Description for product T."
"7e077e8c-60b0-41ff-964e-e85f8650e1cf","c2805df7-4a72-45d3-8b61-813b136b7a31","25ceb473-53f1-4c7e-9986-689d4fb6231d",5,47.98,15.89,224.01,"DigitalWallet","Store 68","Completed",10/28/2024 6:15:38 PM,"Bob Thomas","bob.thomas@example.com","Sample Product U","Description for product U."
"ff8cd3c8-8de7-4b41-8e0e-422a9f97d142","cc4bea15-e9fd-4bdc-aad7-92782e5614c4","8ad14975-6f20-419a-a8a1-617c1ce5237e",4,75.12,14.9,285.58,"DigitalWallet","Store 68","Cancelled",10/10/2024 6:15:38 PM,"Isabella Johnson","isabella.johnson@example.com","Sample Product V","Description for product V."
"7e077e8c-60b0-41ff-964e-e85f8650e1cf","c2805df7-4a72-45d3-8b61-813b136b7a31","8fa25779-81b9-4475-867c-55357f15a064",1,65.24,6.8,58.44,"CreditCard","Store 67","Completed",10/16/2024 6:15:38 PM,"Frank Smith","frank.smith@example.com","Sample Product W","Description for product W."
"a89b4838-7e34-4d2a-8eca-3731ad84b775","6a5ef922-1aa8-4197-aa8e-e22acfb87348","1909cbb2-60e9-489c-85ba-ad923c93563b",1,41.27,18.25,23.02,"DebitCard","Store 65","Completed",10/18/2024 6:15:38 PM,"Gabriel Williams","gabriel.williams@example.com","Sample Product X","Description for product X."
"a4df41d0-228d-49c8-bc10-eb0b71bed0a8","d8e03e4b-a10d-42a6-b11f-093bfc9ef0a5","f5021967-c40d-4ff2-9c72-51940180c4dc",1,56.33,1.62,54.71,"DigitalWallet","Store 67","Cancelled",11/6/2024 6:15:38 PM,"David White","david.white@example.com","Sample Product Y","Description for product Y."
"0dfbae4c-cd69-4f11-b4c0-338e2371d943","8b001c3b-e242-4c8a-8896-ec635ff18887","bc5ff738-5027-404f-8d80-b611808c9064",4,71.4,3.52,282.08,"CreditCard","Store 65","Pending",10/15/2024 6:15:38 PM,"John King","john.king@example.com","Sample Product Z","Description for product Z."
"d1ff036e-08bc-4454-85e6-e866a684f94f","d22a2b3e-dae7-4d1d-a402-8b2e77433e5c","e4784235-946c-40df-9cd7-8bc1f0e7ae44",1,71.71,16.32,55.39,"Cash","Store 65","Cancelled",10/26/2024 6:15:38 PM,"David Thompson","david.thompson@example.com","Sample Product A","Description for product A."
"9ccb0bed-edab-4ab2-9140-c5ecad154768","ccb5c928-c7ba-4e62-9767-a74c47bcf1f5","c7b81d87-0a12-4584-ae8a-5597d0c8273d",5,58.07,6.71,283.64,"CreditCard","Store 67","Cancelled",10/12/2024 6:15:38 PM,"Bob Lee","bob.lee@example.com","Sample Product B","Description for product B."
"25ee5aa3-4a79-411e-bfb9-2885ab867f20","8d7c3ed2-a53b-4098-9809-d520b44fd406","6ebe8934-372b-40ea-8720-e2fadb357b1d",1,43.91,3.56,40.35,"DigitalWallet","Store 67","Completed",10/12/2024 6:15:38 PM,"Ethan Davis","ethan.davis@example.com","Sample Product C","Description for product C."
"6050b417-a7c1-40a8-980e-bfd96bb269db","16188d1b-94dc-41bf-93f8-60c123559b12","c601de91-5e0e-4b57-b1d8-8b49e9576f32",3,99.81,14.47,284.96,"DebitCard","Store 67","Completed",10/20/2024 6:15:38 PM,"Samuel Martin","samuel.martin@example.com","Sample Product D","Description for product D."
"a89b4838-7e34-4d2a-8eca-3731ad84b775","6a5ef922-1aa8-4197-aa8e-e22acfb87348","f9c61d9c-8193-4cc8-b9f0-9287583f156f",4,93.75,3.96,371.04,"Cash","Store 67","Cancelled",11/7/2024 6:15:38 PM,"Sophia Williams","sophia.williams@example.com","Sample Product E","Description for product E."
"917d89d9-c658-4a0f-9ea0-4b7357b77fa5","9991bc33-690b-49f2-9e22-cfb76862d113","456fdf96-1d9d-4bb4-b0e9-56807f7cd9f0",1,83.18,4.18,79,"Cash","Store 66","Cancelled",10/18/2024 6:15:38 PM,"Lily Taylor","lily.taylor@example.com","Sample Product F","Description for product F."
"d909d638-d5c0-4535-b2e7-b1ddc74e966d","10dce3ae-e69d-4ed8-8c12-d4a6e0c80012","fe8587fd-a796-4c98-a174-dc0fe4604eca",4,25.34,14.34,87.02,"Voucher","Store 67","Completed",10/25/2024 6:15:38 PM,"Grace Brown","grace.brown@example.com","Sample Product G","Description for product G."
"82f81df0-2dda-45b0-b6e8-55e9dc68c643","e14f79cb-6217-420d-b7d9-88e7ce046f4e","57d42be8-e425-4b6c-abf4-f2b92e1c4f54",1,71.05,9.28,61.77,"DebitCard","Store 66","Pending",11/6/2024 6:15:38 PM,"Sophia King","sophia.king@example.com","Sample Product H","Description for product H."
"82f81df0-2dda-45b0-b6e8-55e9dc68c643","e14f79cb-6217-420d-b7d9-88e7ce046f4e","1a697c68-ef6e-43ee-a8c9-83c4d9f190a9",5,66.97,3.7,331.15,"DigitalWallet","Store 65","Completed",10/23/2024 6:15:38 PM,"Grace Davis","grace.davis@example.com","Sample Product I","Description for product I."
"8ff02390-976a-4a07-ae18-2729fda102a3","19e4078d-01b0-49b2-a0d3-fd6feae7e30c","202ca640-6de6-4109-a894-2535b0f29d25",4,34.53,8.92,129.2,"DebitCard","Store 68","Completed",10/16/2024 6:15:38 PM,"Frank White","frank.white@example.com","Sample Product J","Description for product J."
"d5c2f91e-9d2b-4bb3-9afe-be87db7a0712","392dbb3c-2b13-4b67-b263-0d1c515cee16","b20d168c-0990-4ea1-aa40-d35bac37ecc0",4,26.15,10.28,94.32,"CreditCard","Store 65","Completed",10/19/2024 6:15:38 PM,"Liam Hall","liam.hall@example.com","Sample Product K","Description for product K."
"7536729c-b01d-4b48-b39c-3285f9fbcf7b","b1e5816e-d0bb-4137-9b72-a35113a9c1c9","478ec5c7-0d95-4e19-9d66-1d9c9e9d4484",4,68.13,0.39,272.13,"DigitalWallet","Store 68","Pending",10/18/2024 6:15:38 PM,"Charlie Martin","charlie.martin@example.com","Sample Product L","Description for product L."
"9ccb0bed-edab-4ab2-9140-c5ecad154768","ccb5c928-c7ba-4e62-9767-a74c47bcf1f5","80113f71-3a87-4a49-956a-de9718343b1c",3,36.58,16.79,92.95,"CreditCard","Store 67","Pending",11/1/2024 6:15:38 PM,"Gabriel Wilson","gabriel.wilson@example.com","Sample Product M","Description for product M."
"afe395cf-71c6-4595-8c68-32deb005f32a","caeab0de-5f38-4fd3-a0c4-548e4e746721","c32d63d3-965e-45f3-855b-50643d70e115",2,68.46,17.91,119.01,"DigitalWallet","Store 65","Cancelled",10/13/2024 6:15:38 PM,"Jane Walker","jane.walker@example.com","Sample Product N","Description for product N."
"6050b417-a7c1-40a8-980e-bfd96bb269db","16188d1b-94dc-41bf-93f8-60c123559b12","e21ad4c7-71a2-456c-af10-71692b76f83e",1,65.87,1.71,64.16,"Cash","Store 66","Pending",10/23/2024 6:15:38 PM,"Mason Miller","mason.miller@example.com","Sample Product O","Description for product O."
"a4df41d0-228d-49c8-bc10-eb0b71bed0a8","d8e03e4b-a10d-42a6-b11f-093bfc9ef0a5","81179a16-4e3c-4879-ae56-0862c4b2932f",5,39.87,0.18,199.17,"CreditCard","Store 68","Pending",10/19/2024 6:15:38 PM,"John Hall","john.hall@example.com","Sample Product P","Description for product P."
"57ad1acf-ec0a-4302-afd1-9f97c4bb5ef2","3b78d990-d019-4c70-8c55-225c051b6bde","21b9460c-cf20-410f-be48-0038a4640c81",2,78.4,9,147.8,"DebitCard","Store 66","Pending",10/25/2024 6:15:38 PM,"Gabriel Martin","gabriel.martin@example.com","Sample Product Q","Description for product Q."
"82f81df0-2dda-45b0-b6e8-55e9dc68c643","e14f79cb-6217-420d-b7d9-88e7ce046f4e","05874abc-1698-4398-9a66-0913897275d1",4,64.36,8.95,248.49,"DebitCard","Store 67","Completed",10/30/2024 6:15:38 PM,"Grace White","grace.white@example.com","Sample Product R","Description for product R."
"0b5b3e24-13bd-4699-968b-1cc60a3d0f53","5e3c2480-11a8-4c66-9c6b-07581dad6d61","16bdde86-1320-4916-8ba8-27182ab545d0",5,87.39,5.4,431.55,"DebitCard","Store 66","Cancelled",11/8/2024 6:15:38 PM,"Noah Taylor","noah.taylor@example.com","Sample Product S","Description for product S."
"d5c2f91e-9d2b-4bb3-9afe-be87db7a0712","392dbb3c-2b13-4b67-b263-0d1c515cee16","c0095ac0-462a-42ab-a5b6-a013e056fb8e",2,48.77,6.75,90.79,"Voucher","Store 68","Pending",11/5/2024 6:15:38 PM,"Gabriel Moore","gabriel.moore@example.com","Sample Product T","Description for product T."
"43bef359-8f61-47b4-b84f-18860f0ad6ea","373a0f38-4833-42a3-badc-531fab0314f9","25ceb473-53f1-4c7e-9986-689d4fb6231d",3,37.66,16.68,96.3,"CreditCard","Store 68","Pending",11/8/2024 6:15:38 PM,"John Walker","john.walker@example.com","Sample Product U","Description for product U."
"92fede4d-3048-4a5d-8bf7-0298f7520638","d27b3f4a-5bde-4874-9742-d2d3b734eafc","8ad14975-6f20-419a-a8a1-617c1ce5237e",3,26.85,12.69,67.86,"DigitalWallet","Store 68","Completed",10/11/2024 6:15:38 PM,"Mason Jackson","mason.jackson@example.com","Sample Product V","Description for product V."
"8d2682e0-e81f-4fc4-98c5-a792ece95311","6910c771-8759-4112-8b71-f700b5b6761d","8fa25779-81b9-4475-867c-55357f15a064",1,33.21,4.04,29.17,"CreditCard","Store 66","Pending",11/2/2024 6:15:38 PM,"Frank Brown","frank.brown@example.com","Sample Product W","Description for product W."
"2814b55f-4974-48b9-9b37-f61a931683c0","fd240276-eb27-427c-a10e-56904fa0a4ba","1909cbb2-60e9-489c-85ba-ad923c93563b",3,39.4,11.74,106.46,"DigitalWallet","Store 65","Pending",10/22/2024 6:15:38 PM,"David Moore","david.moore@example.com","Sample Product X","Description for product X."
"bf68d61e-9ca0-45bf-b186-807a870afce9","1f3cdfae-000d-444f-9476-74fc1397271b","f5021967-c40d-4ff2-9c72-51940180c4dc",4,30.16,18.32,102.32,"DigitalWallet","Store 67","Completed",10/24/2024 6:15:38 PM,"Frank Lewis","frank.lewis@example.com","Sample Product Y","Description for product Y."
"865dc4f3-3653-4a46-82d9-4a67e7573c35","dd52d8ea-c172-4b2e-aeac-d07525bf606c","bc5ff738-5027-404f-8d80-b611808c9064",3,93.94,19.53,262.29,"Cash","Store 68","Pending",10/10/2024 6:15:38 PM,"Ava Doe","ava.doe@example.com","Sample Product Z","Description for product Z."
"7e077e8c-60b0-41ff-964e-e85f8650e1cf","c2805df7-4a72-45d3-8b61-813b136b7a31","e4784235-946c-40df-9cd7-8bc1f0e7ae44",4,30.25,16.06,104.94,"Voucher","Store 65","Completed",10/11/2024 6:15:38 PM,"Charlotte Robinson","charlotte.robinson@example.com","Sample Product A","Description for product A."
"90837189-5c0e-4cd3-915e-79b203f098dd","6a2a2a57-b018-4cd9-9e8c-55ea37464c55","c7b81d87-0a12-4584-ae8a-5597d0c8273d",2,39,1.37,76.63,"CreditCard","Store 68","Completed",10/14/2024 6:15:38 PM,"Eva Miller","eva.miller@example.com","Sample Product B","Description for product B."
"df914903-370e-4168-9c10-6cb4f955a292","ddbbbc89-577e-4856-a705-27283fef9f42","6ebe8934-372b-40ea-8720-e2fadb357b1d",1,75.26,15.61,59.65,"Voucher","Store 68","Pending",10/13/2024 6:15:38 PM,"Alice Hall","alice.hall@example.com","Sample Product C","Description for product C."
"235b476d-e503-4864-8bc4-a9a27642a228","c9b05bd1-4d60-49e0-86aa-a63334425581","c601de91-5e0e-4b57-b1d8-8b49e9576f32",5,95.04,4.61,470.59,"Cash","Store 68","Completed",10/14/2024 6:15:38 PM,"Lucas Lee","lucas.lee@example.com","Sample Product D","Description for product D."
"865dc4f3-3653-4a46-82d9-4a67e7573c35","dd52d8ea-c172-4b2e-aeac-d07525bf606c","f9c61d9c-8193-4cc8-b9f0-9287583f156f",5,86.68,0.94,432.46,"DebitCard","Store 68","Completed",11/8/2024 6:15:38 PM,"Amelia Robinson","amelia.robinson@example.com","Sample Product E","Description for product E."
"49f24d4d-6779-4668-983e-b5a74f2abf59","39d5c7f8-578e-450a-bdeb-5f6141a0624a","456fdf96-1d9d-4bb4-b0e9-56807f7cd9f0",3,10.9,19.96,12.74,"Voucher","Store 66","Completed",10/15/2024 6:15:38 PM,"Caleb White","caleb.white@example.com","Sample Product F","Description for product F."
"0b5b3e24-13bd-4699-968b-1cc60a3d0f53","5e3c2480-11a8-4c66-9c6b-07581dad6d61","fe8587fd-a796-4c98-a174-dc0fe4604eca",4,40.27,6.98,154.1,"DigitalWallet","Store 68","Completed",10/29/2024 6:15:38 PM,"Emma Young","emma.young@example.com","Sample Product G","Description for product G."
"8e77493b-66a2-4b15-965d-78b6cec0253f","857b9162-e118-4377-a614-9d4ddcd9fb82","57d42be8-e425-4b6c-abf4-f2b92e1c4f54",5,32.73,16.01,147.64,"CreditCard","Store 67","Pending",11/7/2024 6:15:38 PM,"Jane Clark","jane.clark@example.com","Sample Product H","Description for product H."
"afe395cf-71c6-4595-8c68-32deb005f32a","caeab0de-5f38-4fd3-a0c4-548e4e746721","1a697c68-ef6e-43ee-a8c9-83c4d9f190a9",4,37.58,18.15,132.17,"Cash","Store 65","Pending",10/23/2024 6:15:38 PM,"Frank Jackson","frank.jackson@example.com","Sample Product I","Description for product I."
"7536729c-b01d-4b48-b39c-3285f9fbcf7b","b1e5816e-d0bb-4137-9b72-a35113a9c1c9","202ca640-6de6-4109-a894-2535b0f29d25",2,98.63,8.95,188.31,"Voucher","Store 65","Cancelled",10/10/2024 6:15:38 PM,"Jackson Thomas","jackson.thomas@example.com","Sample Product J","Description for product J."
"49f24d4d-6779-4668-983e-b5a74f2abf59","39d5c7f8-578e-450a-bdeb-5f6141a0624a","b20d168c-0990-4ea1-aa40-d35bac37ecc0",3,20.14,3.63,56.79,"CreditCard","Store 65","Pending",10/29/2024 6:15:38 PM,"Isabella Davis","isabella.davis@example.com","Sample Product K","Description for product K."
"1b23b05a-42e2-4faa-ae60-5f09984efd8b","8d5f3307-8a5b-4aca-9eb6-4ee5ffb1b31a","478ec5c7-0d95-4e19-9d66-1d9c9e9d4484",2,34.19,16.71,51.67,"CreditCard","Store 68","Completed",10/14/2024 6:15:38 PM,"Ethan King","ethan.king@example.com","Sample Product L","Description for product L."
"d5c2f91e-9d2b-4bb3-9afe-be87db7a0712","392dbb3c-2b13-4b67-b263-0d1c515cee16","80113f71-3a87-4a49-956a-de9718343b1c",3,59.32,16.25,161.71,"DigitalWallet","Store 68","Pending",10/12/2024 6:15:38 PM,"Charlie Brown","charlie.brown@example.com","Sample Product M","Description for product M."
"dd31da65-e5c2-487e-9845-2c90c3712888","658b7537-c64c-4788-9523-59567b552f78","c32d63d3-965e-45f3-855b-50643d70e115",1,51.57,11.44,40.13,"DebitCard","Store 67","Completed",10/18/2024 6:15:38 PM,"Ethan Moore","ethan.moore@example.com","Sample Product N","Description for product N."
"49f24d4d-6779-4668-983e-b5a74f2abf59","39d5c7f8-578e-450a-bdeb-5f6141a0624a","e21ad4c7-71a2-456c-af10-71692b76f83e",3,90.89,16.37,256.3,"DigitalWallet","Store 67","Cancelled",11/6/2024 6:15:38 PM,"David Davis","david.davis@example.com","Sample Product O","Description for product O."
"db7eebd5-8e95-490e-8196-d87e8187bb39","f0c916f1-dc54-4a82-916d-52f90c937ee5","81179a16-4e3c-4879-ae56-0862c4b2932f",4,69.88,3.07,276.45,"Cash","Store 68","Cancelled",11/7/2024 6:15:38 PM,"Isabella Robinson","isabella.robinson@example.com","Sample Product P","Description for product P."
"ad26d9a7-a74d-411f-9dda-d2724b3f5e15","36859ff3-6550-49bf-a994-4d66b72c0eaa","21b9460c-cf20-410f-be48-0038a4640c81",4,22.91,17.12,74.52,"Voucher","Store 67","Completed",10/27/2024 6:15:38 PM,"Bob Thomas","bob.thomas@example.com","Sample Product Q","Description for product Q."
"825a1448-df32-4319-afa4-6139b34ed6f8","7680c059-120d-48bc-835c-68ff50dc7d61","05874abc-1698-4398-9a66-0913897275d1",4,71.46,15.5,270.34,"DebitCard","Store 68","Completed",10/20/2024 6:15:38 PM,"Emma Davis","emma.davis@example.com","Sample Product R","Description for product R."
"b0f1300a-c8f3-49d7-8b93-d8a0fa3a7000","259cb701-dbe9-4ca7-be3d-eef9a9ef929d","16bdde86-1320-4916-8ba8-27182ab545d0",3,94.12,2.94,279.42,"DigitalWallet","Store 67","Completed",10/26/2024 6:15:38 PM,"Mason Jackson","mason.jackson@example.com","Sample Product S","Description for product S."
"afe395cf-71c6-4595-8c68-32deb005f32a","caeab0de-5f38-4fd3-a0c4-548e4e746721","c0095ac0-462a-42ab-a5b6-a013e056fb8e",2,73.25,19.08,127.42,"DebitCard","Store 68","Pending",10/15/2024 6:15:38 PM,"Chloe Young","chloe.young@example.com","Sample Product T","Description for product T."
"dec16f9f-5528-43a1-a247-213dc1957b29","b2ec7886-a446-43f5-95b7-6df24a9105b5","25ceb473-53f1-4c7e-9986-689d4fb6231d",1,97.54,11.91,85.63,"DigitalWallet","Store 67","Completed",10/19/2024 6:15:38 PM,"Isabella Harris","isabella.harris@example.com","Sample Product U","Description for product U."
"c5c2e7ed-dfc1-4c59-bc48-fb0d3e011beb","04cc1a26-a974-48ed-96f3-0e4ecdd0a64e","8ad14975-6f20-419a-a8a1-617c1ce5237e",2,52.9,13.2,92.6,"DigitalWallet","Store 68","Cancelled",10/30/2024 6:15:38 PM,"Hannah Johnson","hannah.johnson@example.com","Sample Product V","Description for product V."
"b0f1300a-c8f3-49d7-8b93-d8a0fa3a7000","259cb701-dbe9-4ca7-be3d-eef9a9ef929d","8fa25779-81b9-4475-867c-55357f15a064",3,17.12,16.92,34.44,"CreditCard","Store 65","Pending",10/21/2024 6:15:38 PM,"Bob Brown","bob.brown@example.com","Sample Product W","Description for product W."
"49f24d4d-6779-4668-983e-b5a74f2abf59","39d5c7f8-578e-450a-bdeb-5f6141a0624a","1909cbb2-60e9-489c-85ba-ad923c93563b",1,97.12,19.86,77.26,"DigitalWallet","Store 67","Completed",11/2/2024 6:15:38 PM,"Caleb Doe","caleb.doe@example.com","Sample Product X","Description for product X."
"835fdc07-d912-4432-9055-3728099405a1","3068d523-6a75-4880-8a2e-7768da8dfa57","f5021967-c40d-4ff2-9c72-51940180c4dc",3,74.24,16.26,206.46,"DigitalWallet","Store 68","Cancelled",10/14/2024 6:15:38 PM,"Ethan White","ethan.white@example.com","Sample Product Y","Description for product Y."
"9ccb0bed-edab-4ab2-9140-c5ecad154768","ccb5c928-c7ba-4e62-9767-a74c47bcf1f5","bc5ff738-5027-404f-8d80-b611808c9064",2,19.48,11.3,27.66,"DebitCard","Store 66","Completed",11/3/2024 6:15:38 PM,"John Smith","john.smith@example.com","Sample Product Z","Description for product Z."
"43bef359-8f61-47b4-b84f-18860f0ad6ea","373a0f38-4833-42a3-badc-531fab0314f9","e4784235-946c-40df-9cd7-8bc1f0e7ae44",2,85.28,8.1,162.46,"CreditCard","Store 66","Completed",10/16/2024 6:15:38 PM,"Sophia Thompson","sophia.thompson@example.com","Sample Product A","Description for product A."
"235b476d-e503-4864-8bc4-a9a27642a228","c9b05bd1-4d60-49e0-86aa-a63334425581","c7b81d87-0a12-4584-ae8a-5597d0c8273d",1,78.19,8.72,69.47,"CreditCard","Store 67","Cancelled",10/31/2024 6:15:38 PM,"Mason Lee","mason.lee@example.com","Sample Product B","Description for product B."
"7536729c-b01d-4b48-b39c-3285f9fbcf7b","b1e5816e-d0bb-4137-9b72-a35113a9c1c9","6ebe8934-372b-40ea-8720-e2fadb357b1d",1,78.96,1.81,77.15,"DebitCard","Store 68","Cancelled",10/17/2024 6:15:38 PM,"Bob Doe","bob.doe@example.com","Sample Product C","Description for product C."
"8e77493b-66a2-4b15-965d-78b6cec0253f","857b9162-e118-4377-a614-9d4ddcd9fb82","c601de91-5e0e-4b57-b1d8-8b49e9576f32",4,82.02,3.26,324.82,"DigitalWallet","Store 68","Completed",10/25/2024 6:15:38 PM,"Lucas Garcia","lucas.garcia@example.com","Sample Product D","Description for product D."
"00c9c262-0f94-428c-99fc-79ba9d372637","6ab3607f-1765-4acc-b3a5-c7d44510df33","f9c61d9c-8193-4cc8-b9f0-9287583f156f",5,51.74,18.14,240.56,"Voucher","Store 65","Cancelled",10/26/2024 6:15:38 PM,"Hannah Brown","hannah.brown@example.com","Sample Product E","Description for product E."
"ad26d9a7-a74d-411f-9dda-d2724b3f5e15","36859ff3-6550-49bf-a994-4d66b72c0eaa","456fdf96-1d9d-4bb4-b0e9-56807f7cd9f0",3,96.71,14.52,275.61,"DigitalWallet","Store 68","Pending",10/13/2024 6:15:38 PM,"Emma Lewis","emma.lewis@example.com","Sample Product F","Description for product F."
"d5c2f91e-9d2b-4bb3-9afe-be87db7a0712","392dbb3c-2b13-4b67-b263-0d1c515cee16","fe8587fd-a796-4c98-a174-dc0fe4604eca",2,75.11,1.71,148.51,"DigitalWallet","Store 67","Cancelled",10/31/2024 6:15:38 PM,"Charlotte Clark","charlotte.clark@example.com","Sample Product G","Description for product G."
"fa3d4fbd-9d31-4eda-b64e-3420edf35d44","187cc987-074f-4fb4-81e5-2c7f50484ef4","57d42be8-e425-4b6c-abf4-f2b92e1c4f54",4,24.85,19.84,79.56,"Cash","Store 67","Cancelled",10/21/2024 6:15:38 PM,"Amelia Lee","amelia.lee@example.com","Sample Product H","Description for product H."
"2eb48b1e-f181-41a6-a41f-da6e6e6ba6cd","c465df69-7813-4e49-b7e5-32647aece99a","1a697c68-ef6e-43ee-a8c9-83c4d9f190a9",2,89.93,15,164.86,"DebitCard","Store 67","Cancelled",10/22/2024 6:15:38 PM,"Eva Rodriguez","eva.rodriguez@example.com","Sample Product I","Description for product I."
"db7eebd5-8e95-490e-8196-d87e8187bb39","f0c916f1-dc54-4a82-916d-52f90c937ee5","202ca640-6de6-4109-a894-2535b0f29d25",2,21.01,8.6,33.42,"Cash","Store 68","Pending",11/1/2024 6:15:38 PM,"Jane White","jane.white@example.com","Sample Product J","Description for product J."
